threshold,precision,recall,f1,positive_rate
0.1,0.0830379491659247,0.9955689828801612,0.15329033058363828,0.9678714859437751
0.2,0.09436065958570507,0.9716012084592145,0.17201540436456997,0.8312277449880494
0.3,0.11313216536800834,0.9182275931520645,0.20144488876123987,0.6552200705656634
0.4,0.13663160715482012,0.8215508559919436,0.23429736638042448,0.4854072159081671
0.5,0.16839705026198332,0.6990936555891238,0.2714157250654885,0.33513812334357673
0.6,0.2074136737675921,0.543202416918429,0.30020035618878005,0.21142058110986456
0.7,0.2581478822684853,0.362134944612286,0.30142497904442583,0.11324650830040811
